Wall time,Step,Value
1652906088.5722005,24493,2.320272207260132
1652906262.085675,24531,1.4832062721252441
1652906506.4574678,24587,0.1970403641462326
1652906586.8449056,24604,0.2656400203704834
1652906651.12419,24616,0.24665269255638123
1652906750.6824005,24639,1.1639808416366577
1652906837.5492365,24658,0.4932868182659149
1652907030.476986,24702,0.5982536673545837
1652907062.504901,24708,0.5508971214294434
1652907226.2472448,24747,0.4997445344924927
1652907512.3767583,24812,1.464991807937622
1652907595.9606586,24830,1.3341176509857178
1652907711.7173347,24854,0.3989521861076355
1652908088.9558966,24939,1.3800915479660034
1652908211.0611343,24969,1.2009742259979248
1652908256.0188088,24979,1.5829229354858398
1652908304.185522,24990,1.8327692747116089
1652908673.855026,25073,-0.043706830590963364
1652909420.0260155,25245,3.4665873050689697
1652909522.8076532,25269,3.2268552780151367
1652909619.2633972,25291,1.9388763904571533
1652909744.530981,25322,2.212291955947876
1652909824.9486423,25339,1.470192551612854
1652910223.6431031,25427,-0.7385857105255127
1652910458.943031,25484,0.7450734972953796
1652911114.1189036,25636,2.093108892440796
1652911300.5622497,25678,0.923098087310791
1652912206.553326,25884,1.2684482336044312
1652912902.2191508,26040,-0.044973328709602356
1652912950.4498365,26051,0.0923319011926651
1652913226.881393,26113,0.5542774796485901
1652913300.770415,26132,2.1151983737945557
1652913435.708347,26166,3.8096461296081543
1652913596.4773488,26204,3.6296629905700684
1652913853.405371,26264,2.2711029052734375
1652914001.2622674,26298,1.893983006477356
1652914033.3282788,26304,1.9239718914031982
1652914161.907862,26336,2.995898485183716
1652915013.7061913,26537,0.018804829567670822
